year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2025,5,F9,Frontier Airlines,BUR,"Burbank, CA: Bob Hope",18,4,1.34,0,0.33,0,2.33,0,0,415,137,0,23,0,255
2025,5,F9,Frontier Airlines,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",243,85,23.37,2.65,25.54,0,33.44,4,2,6899,2133,187,1474,0,3105
2025,5,F9,Frontier Airlines,CHS,"Charleston, SC: Charleston AFB/International",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,F9,Frontier Airlines,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",13,5,1.21,1,0.02,0,2.77,1,0,854,363,149,7,0,335
2025,5,F9,Frontier Airlines,CLE,"Cleveland, OH: Cleveland-Hopkins International",513,105,28.76,3.99,19.36,0,52.89,1,0,8185,2651,283,717,0,4534
2025,5,F9,Frontier Airlines,CLT,"Charlotte, NC: Charlotte Douglas International",199,59,17.32,2.94,12.82,0,25.93,4,0,4265,1376,126,651,0,2112
2025,5,F9,Frontier Airlines,CMH,"Columbus, OH: John Glenn Columbus International",16,5,0.71,1,0,0,3.29,1,0,251,17,66,0,0,168
2025,5,F9,Frontier Airlines,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",274,70,19.67,2.04,13.94,0,34.35,0,0,7285,2696,152,686,0,3751
2025,5,F9,Frontier Airlines,DCA,"Washington, DC: Ronald Reagan Washington National",92,24,6.92,1.67,10.46,0,4.96,1,1,1033,154,181,398,0,300
2025,5,F9,Frontier Airlines,DEN,"Denver, CO: Denver International",1784,545,111.61,13.09,243.07,0,177.23,27,6,52004,11994,1110,18722,0,20178
2025,5,F9,Frontier Airlines,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",696,238,49.36,7.45,85.95,0,95.24,10,3,26133,5779,1345,5822,0,13187
2025,5,F9,Frontier Airlines,DSM,"Des Moines, IA: Des Moines International",11,2,0.95,0.08,0.55,0,0.41,0,0,107,21,7,44,0,35
2025,5,F9,Frontier Airlines,DTW,"Detroit, MI: Detroit Metro Wayne County",178,47,17.94,1.79,5.31,0,21.97,0,0,4261,1815,292,426,0,1728
2025,5,F9,Frontier Airlines,ELP,"El Paso, TX: El Paso International",48,7,3.56,0,0,0,3.44,1,0,370,178,0,0,0,192
2025,5,F9,Frontier Airlines,EWR,"Newark, NJ: Newark Liberty International",93,51,10.66,0.46,31.24,0,8.64,2,0,4441,739,16,2183,0,1503
2025,5,F9,Frontier Airlines,FAR,"Fargo, ND: Hector International",12,4,0.47,0,0.64,0,2.89,0,0,248,27,0,31,0,190
2025,5,F9,Frontier Airlines,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",130,38,10.11,0.28,9.92,0,17.69,0,0,3637,593,165,618,0,2261
2025,5,F9,Frontier Airlines,FSD,"Sioux Falls, SD: Joe Foss Field",12,5,3.6,0,1.4,0,0,0,0,201,128,0,73,0,0
2025,5,F9,Frontier Airlines,GEG,"Spokane, WA: Spokane International",5,1,0.66,0,0.34,0,0,0,0,29,19,0,10,0,0
2025,5,F9,Frontier Airlines,GRB,"Green Bay, WI: Green Bay Austin Straubel International",6,1,0,0.16,0.09,0,0.75,0,0,114,0,18,10,0,86
2025,5,F9,Frontier Airlines,GRR,"Grand Rapids, MI: Gerald R. Ford International",32,10,2.3,1.52,3.97,0,2.21,0,0,764,245,119,164,0,236
2025,5,F9,Frontier Airlines,IAD,"Washington, DC: Washington Dulles International",134,44,13.37,1.68,16.65,0,12.3,1,0,2975,955,47,807,0,1166
2025,5,F9,Frontier Airlines,IAH,"Houston, TX: George Bush Intercontinental/Houston",315,95,24.02,1.15,34,0,35.83,2,1,7123,1377,131,2666,0,2949
2025,5,F9,Frontier Airlines,IND,"Indianapolis, IN: Indianapolis International",84,16,5.93,0.05,5.56,0,4.46,1,0,955,251,10,205,0,489
2025,5,F9,Frontier Airlines,ISP,"Islip, NY: Long Island MacArthur",124,34,6.53,0.46,6.04,0,20.97,2,0,2532,490,27,228,0,1787
2025,5,F9,Frontier Airlines,JAX,"Jacksonville, FL: Jacksonville International",38,8,1.28,0.87,2.42,0,3.43,0,0,342,42,13,97,0,190
2025,5,F9,Frontier Airlines,JFK,"New York, NY: John F. Kennedy International",278,84,30.17,4.67,26.31,0,22.86,0,0,6631,3304,267,1246,0,1814
2025,5,F9,Frontier Airlines,LAS,"Las Vegas, NV: Harry Reid International",1095,299,75.44,11.32,63.65,0,148.59,9,0,29350,8069,2253,3031,0,15997
2025,5,F9,Frontier Airlines,LAX,"Los Angeles, CA: Los Angeles International",441,115,43.82,1.04,27.07,0,43.07,5,1,7366,3532,68,961,0,2805
2025,5,F9,Frontier Airlines,LGA,"New York, NY: LaGuardia",216,82,16.34,2.95,39.39,0,23.32,6,1,7492,1099,301,3941,0,2151
2025,5,F9,Frontier Airlines,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",10,3,0,0.75,0.73,0,1.52,1,0,164,0,36,47,0,81
2025,5,F9,Frontier Airlines,MCI,"Kansas City, MO: Kansas City International",19,9,3.68,1.21,1.32,0,2.79,0,0,775,231,52,100,0,392
2025,5,F9,Frontier Airlines,MCO,"Orlando, FL: Orlando International",1444,464,82.91,8.35,129.46,0,243.27,9,11,39760,6726,854,7700,0,24480
2025,5,F9,Frontier Airlines,MDT,"Harrisburg, PA: Harrisburg International",10,3,1.02,0,0.14,0,1.84,0,0,217,67,0,6,0,144
2025,5,F9,Frontier Airlines,MDW,"Chicago, IL: Chicago Midway International",164,54,12.12,3.22,8.73,0,29.93,1,0,6829,2826,533,488,0,2982
2025,5,F9,Frontier Airlines,MEM,"Memphis, TN: Memphis International",9,1,0.8,0,0.2,0,0,0,0,51,41,0,10,0,0
2025,5,F9,Frontier Airlines,MIA,"Miami, FL: Miami International",312,98,26.33,2.44,26.7,0,42.53,3,0,9036,1280,1108,1236,0,5412
2025,5,F9,Frontier Airlines,MKE,"Milwaukee, WI: General Mitchell International",11,3,0.75,0,0.03,0,2.23,0,0,227,47,0,1,0,179
2025,5,F9,Frontier Airlines,MSN,"Madison, WI: Dane County Regional-Truax Field",9,4,0.08,0.94,0.56,0,2.42,0,0,349,2,76,53,0,218
2025,5,F9,Frontier Airlines,MSO,"Missoula, MT: Missoula Montana",1,1,1,0,0,0,0,0,0,16,16,0,0,0,0
2025,5,F9,Frontier Airlines,MSP,"Minneapolis, MN: Minneapolis-St Paul International",57,20,11.48,0.03,2.78,0,5.7,1,0,1422,512,6,235,0,669
2025,5,F9,Frontier Airlines,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",47,15,3.08,0.76,3.13,0,8.03,0,0,998,201,22,131,0,644
2025,5,F9,Frontier Airlines,MYR,"Myrtle Beach, SC: Myrtle Beach International",46,11,3.01,0,2.64,0,5.35,0,0,790,242,0,110,0,438
2025,5,F9,Frontier Airlines,OKC,"Oklahoma City, OK: Will Rogers World",55,10,1.48,3.49,3.25,0,1.78,0,0,563,56,202,165,0,140
2025,5,F9,Frontier Airlines,OMA,"Omaha, NE: Eppley Airfield",19,10,0.31,1.7,0.53,0,7.46,1,0,463,9,93,30,0,331
2025,5,F9,Frontier Airlines,ONT,"Ontario, CA: Ontario International",200,39,14.16,1.27,5.99,0,17.58,2,0,2792,1308,113,227,0,1144
2025,5,F9,Frontier Airlines,ORD,"Chicago, IL: Chicago O'Hare International",246,102,24.36,4.09,19.44,0,54.12,0,0,11646,3083,1341,1067,0,6155
2025,5,F9,Frontier Airlines,ORF,"Norfolk, VA: Norfolk International",31,11,2.94,0,1.51,0,6.55,0,0,883,135,0,146,0,602
2025,5,F9,Frontier Airlines,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",34,5,1.57,0,2.23,0,1.2,1,0,265,70,0,96,0,99
2025,5,F9,Frontier Airlines,PDX,"Portland, OR: Portland International",102,19,11.79,0.11,0.12,0,6.98,3,0,1133,724,14,3,0,392
2025,5,F9,Frontier Airlines,PHL,"Philadelphia, PA: Philadelphia International",751,297,56.6,7.81,66.49,0,166.1,8,0,28840,5210,1202,3876,0,18552
2025,5,F9,Frontier Airlines,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",593,151,36.39,9.18,33.33,0,72.1,3,0,13658,2060,2345,1797,0,7456
2025,5,F9,Frontier Airlines,PIT,"Pittsburgh, PA: Pittsburgh International",31,5,2.38,0.7,0.09,0,1.83,1,0,403,200,46,6,0,151
2025,5,F9,Frontier Airlines,PNS,"Pensacola, FL: Pensacola International",12,2,1,0,0,0,1,0,0,151,88,0,0,0,63
2025,5,F9,Frontier Airlines,PSE,"Ponce, PR: Mercedita",19,1,1,0,0,0,0,0,0,48,48,0,0,0,0
2025,5,F9,Frontier Airlines,PSP,"Palm Springs, CA: Palm Springs International",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,F9,Frontier Airlines,PWM,"Portland, ME: Portland International Jetport",16,4,0.9,0.02,0.56,0,2.51,0,0,270,35,2,40,0,193
2025,5,F9,Frontier Airlines,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",346,82,25.16,0.81,17.83,0,38.21,1,0,9545,1887,32,1561,0,6065
2025,5,F9,Frontier Airlines,RNO,"Reno, NV: Reno/Tahoe International",31,5,2,0,2,0,1,0,0,136,77,0,42,0,17
2025,5,F9,Frontier Airlines,RSW,"Fort Myers, FL: Southwest Florida International",64,16,3.11,1,8.85,0,3.04,0,0,735,212,27,334,0,162
2025,5,F9,Frontier Airlines,SAN,"San Diego, CA: San Diego International",200,53,16.22,2.05,16.23,0,18.5,3,0,4579,1269,1126,552,0,1632
2025,5,F9,Frontier Airlines,SAT,"San Antonio, TX: San Antonio International",51,14,4.79,0.01,6,0,3.19,0,0,807,328,1,233,0,245
2025,5,F9,Frontier Airlines,SAV,"Savannah, GA: Savannah/Hilton Head International",9,3,1.01,0,1.06,0,0.93,0,0,499,79,0,81,0,339
2025,5,F9,Frontier Airlines,SEA,"Seattle, WA: Seattle/Tacoma International",156,24,9.35,2.97,2.16,0,9.53,2,0,2713,1418,173,75,0,1047
2025,5,F9,Frontier Airlines,SFO,"San Francisco, CA: San Francisco International",362,112,37.42,4.53,35.72,0,34.34,4,0,6333,2140,203,1669,0,2321
2025,5,F9,Frontier Airlines,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",29,5,0.98,0,1.08,0,2.93,0,0,460,29,0,28,0,403
2025,5,F9,Frontier Airlines,SJU,"San Juan, PR: Luis Munoz Marin International",499,164,53.99,8.91,46.32,0,54.78,4,0,15912,5983,786,3145,0,5998
2025,5,F9,Frontier Airlines,SLC,"Salt Lake City, UT: Salt Lake City International",220,38,9.63,0.92,7.46,0,19.98,1,0,3144,1001,92,266,0,1785
2025,5,F9,Frontier Airlines,SMF,"Sacramento, CA: Sacramento International",30,1,0,0,0,0,1,1,0,17,0,0,0,0,17
2025,5,F9,Frontier Airlines,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",93,16,7.67,0,2.15,0,6.18,1,0,1650,1124,0,61,0,465
2025,5,F9,Frontier Airlines,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",15,2,0,0,0.16,0,1.84,0,0,202,0,0,22,0,180
2025,5,F9,Frontier Airlines,STL,"St. Louis, MO: St Louis Lambert International",69,17,4.11,1.51,4.64,0,6.74,0,0,1041,235,61,205,0,540
2025,5,F9,Frontier Airlines,SYR,"Syracuse, NY: Syracuse Hancock International",18,6,0.67,0,1.96,0,3.37,0,0,535,33,0,112,0,390
2025,5,F9,Frontier Airlines,TPA,"Tampa, FL: Tampa International",621,173,48.26,4.13,45.51,0,75.1,9,1,14345,4906,542,2173,0,6724
2025,5,F9,Frontier Airlines,TTN,"Trenton, NJ: Trenton Mercer",87,31,6.08,2.37,5.3,0,17.25,4,1,3102,399,619,689,0,1395
2025,5,F9,Frontier Airlines,TUS,"Tucson, AZ: Tucson International",13,3,1.44,0,0.03,0,1.53,0,0,306,137,0,9,0,160
2025,5,F9,Frontier Airlines,TYS,"Knoxville, TN: McGhee Tyson",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,F9,Frontier Airlines,XNA,"Fayetteville, AR: Northwest Arkansas National",10,3,0.69,1.31,0.15,0,0.85,0,0,445,20,335,37,0,53
2025,5,G4,Allegiant Air,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",161,37,10.97,6.7,9.06,0,10.28,0,1,2017,331,696,480,0,510
2025,5,G4,Allegiant Air,ALB,"Albany, NY: Albany International",54,16,8.17,1.5,3.72,0,2.61,0,1,1487,1073,104,134,0,176
2025,5,G4,Allegiant Air,ATW,"Appleton, WI: Appleton International",108,20,3.48,2.85,5.23,0,8.44,0,0,1455,121,395,322,0,617
2025,5,G4,Allegiant Air,AUS,"Austin, TX: Austin - Bergstrom International",66,21,4.75,0.06,10.49,0,5.69,0,0,1284,233,3,701,0,347
2025,5,G4,Allegiant Air,AVL,"Asheville, NC: Asheville Regional",266,90,11.34,11.12,21.08,0,46.46,1,1,7447,582,2177,1811,0,2877
2025,5,G4,Allegiant Air,AZA,"Phoenix, AZ: Phoenix - Mesa Gateway",504,83,31.81,3.04,18.29,0,29.86,0,0,8729,5634,223,696,0,2176
2025,5,G4,Allegiant Air,BGR,"Bangor, ME: Bangor International",49,6,2.74,1,1.28,0,0.98,1,0,305,92,68,31,0,114
2025,5,G4,Allegiant Air,BIL,"Billings, MT: Billings Logan International",23,5,0.65,1.67,0.35,0,2.33,0,0,319,11,173,6,0,129
2025,5,G4,Allegiant Air,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,G4,Allegiant Air,BLI,"Bellingham, WA: Bellingham International",93,8,0.91,1,1.73,0,4.37,0,0,390,61,16,50,0,263
2025,5,G4,Allegiant Air,BLV,"Belleville, IL: Scott AFB MidAmerica St Louis",137,32,8.36,5.02,11.13,0,7.5,0,0,2853,1161,466,590,0,636
2025,5,G4,Allegiant Air,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",19,5,1.39,1.19,1.03,0,1.4,0,0,507,205,212,37,0,53
2025,5,G4,Allegiant Air,BNA,"Nashville, TN: Nashville International",221,45,6.68,3.35,11.63,0,23.34,0,2,3008,368,143,467,0,2030
2025,5,G4,Allegiant Air,BOI,"Boise, ID: Boise Air Terminal",23,4,0.35,0.43,0.57,0,2.65,0,0,165,14,18,24,0,109
2025,5,G4,Allegiant Air,BOS,"Boston, MA: Logan International",68,6,1.49,2.98,0.75,0,0.78,0,0,272,72,142,37,0,21
2025,5,G4,Allegiant Air,BZN,"Bozeman, MT: Bozeman Yellowstone International",33,6,1.55,1,3.05,0,0.4,0,0,311,106,140,57,0,8
2025,5,G4,Allegiant Air,CAE,"Columbia, SC: Columbia Metropolitan",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,G4,Allegiant Air,CAK,"Akron, OH: Akron-Canton Regional",94,21,5.21,4.13,4.23,0,7.43,0,0,1995,1232,257,173,0,333
2025,5,G4,Allegiant Air,CHA,"Chattanooga, TN: Lovell Field",35,9,3.82,0,3.98,0,1.2,0,0,486,247,0,128,0,111
2025,5,G4,Allegiant Air,CHS,"Charleston, SC: Charleston AFB/International",15,3,0,0,1,0,2,0,0,109,0,0,20,0,89
2025,5,G4,Allegiant Air,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",87,13,3.4,1.97,7.21,0,0.42,0,0,1360,193,473,681,0,13
2025,5,G4,Allegiant Air,CKB,"Clarksburg/Fairmont, WV: North Central West Virginia",23,6,1.48,1,2.29,0,1.23,0,0,269,51,32,93,0,93
2025,5,G4,Allegiant Air,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",22,2,1.09,0,0.03,0,0.88,0,0,197,125,0,3,0,69
2025,5,G4,Allegiant Air,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",320,90,20.8,7.61,15.09,0.93,45.57,1,0,10049,3846,479,1483,56,4185
2025,5,G4,Allegiant Air,DAY,"Dayton, OH: James M Cox/Dayton International",28,11,1.57,1.49,2.59,0,5.35,0,1,615,44,232,75,0,264
2025,5,G4,Allegiant Air,DEN,"Denver, CO: Denver International",44,17,1.93,0.74,9.92,0,4.41,0,0,1279,171,23,595,0,490
2025,5,G4,Allegiant Air,DSM,"Des Moines, IA: Des Moines International",164,31,8.57,4.09,7.43,0,10.91,0,0,2070,709,464,242,0,655
2025,5,G4,Allegiant Air,ELM,"Elmira/Corning, NY: Elmira/Corning Regional",30,6,0.76,0.46,2.68,0,2.09,0,0,195,24,23,75,0,73
2025,5,G4,Allegiant Air,EUG,"Eugene, OR: Mahlon Sweet Field",29,2,0,0.93,1.07,0,0,0,0,114,0,76,38,0,0
2025,5,G4,Allegiant Air,EVV,"Evansville, IN: Evansville Regional",22,4,1.77,1,0.23,0,1,0,0,338,147,151,10,0,30
2025,5,G4,Allegiant Air,EWR,"Newark, NJ: Newark Liberty International",54,36,3.68,0,32.32,0,0,0,0,3513,402,0,3111,0,0
2025,5,G4,Allegiant Air,EYW,"Key West, FL: Key West International",73,10,2.16,1.03,2.96,0,3.85,0,0,536,82,97,132,0,225
2025,5,G4,Allegiant Air,FAR,"Fargo, ND: Hector International",54,3,1.61,0.92,0.45,0,0.02,0,0,201,40,135,23,0,3
2025,5,G4,Allegiant Air,FAT,"Fresno, CA: Fresno Yosemite International",59,3,1.83,0,0.17,0,1,0,0,225,105,0,9,0,111
2025,5,G4,Allegiant Air,FCA,"Kalispell, MT: Glacier Park International",18,2,0,0.27,0.73,0,1,0,0,60,0,6,16,0,38
2025,5,G4,Allegiant Air,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",339,101,17.68,6.31,31.69,0,45.32,0,0,10383,2201,2416,1818,0,3948
2025,5,G4,Allegiant Air,FNT,"Flint, MI: Bishop International",137,34,11.5,6.11,5.44,0,10.95,0,0,2420,1181,590,177,0,472
2025,5,G4,Allegiant Air,FSD,"Sioux Falls, SD: Joe Foss Field",72,6,0.2,1.58,2.41,0,1.8,0,0,330,6,115,106,0,103
2025,5,G4,Allegiant Air,FWA,"Fort Wayne, IN: Fort Wayne International",73,10,4.7,1.96,2.46,0,0.87,0,0,865,532,151,111,0,71
2025,5,G4,Allegiant Air,GEG,"Spokane, WA: Spokane International",24,5,2.59,0,0.88,0,1.53,0,0,428,207,0,41,0,180
2025,5,G4,Allegiant Air,GFK,"Grand Forks, ND: Grand Forks International",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,G4,Allegiant Air,GRI,"Grand Island, NE: Central Nebraska Regional",19,1,0,0,0,0,1,0,0,71,0,0,0,0,71
2025,5,G4,Allegiant Air,GRR,"Grand Rapids, MI: Gerald R. Ford International",211,53,16.42,2.18,11.16,0,23.23,0,1,3865,1458,237,425,0,1745
2025,5,G4,Allegiant Air,GSO,"Greensboro/High Point, NC: Piedmont Triad International",13,3,0,0,0,0,3,0,0,99,0,0,0,0,99
2025,5,G4,Allegiant Air,GSP,"Greer, SC: Greenville-Spartanburg International",36,17,3.87,0.47,4.18,0,8.48,0,0,980,227,66,152,0,535
2025,5,G4,Allegiant Air,GTF,"Great Falls, MT: Great Falls International",18,2,1.17,0,0.67,0,0.17,0,0,188,173,0,12,0,3
2025,5,G4,Allegiant Air,GUF,"Gulf Shores, AL: Gulf Shores International Jack Edwards Field",19,7,0,0.4,1.95,0,4.65,0,0,262,0,17,58,0,187
2025,5,G4,Allegiant Air,HGR,"Hagerstown, MD: Hagerstown Regional-Richard A. Henson Field",21,14,4.82,1.03,2.54,0,5.61,0,0,681,317,41,115,0,208
2025,5,G4,Allegiant Air,HOU,"Houston, TX: William P Hobby",27,3,0,1,1.24,0,0.76,0,0,88,0,24,30,0,34
2025,5,G4,Allegiant Air,HTS,"Ashland, WV: Tri-State/Milton J. Ferguson Field",48,14,2.4,2.91,2.93,0,5.76,0,1,683,84,174,128,0,297
2025,5,G4,Allegiant Air,IAD,"Washington, DC: Washington Dulles International",32,4,1.59,0,1.11,0,1.3,1,0,514,348,0,70,0,96
2025,5,G4,Allegiant Air,IAG,"Niagara Falls, NY: Niagara Falls International",32,5,3.27,0,0.14,0,1.59,0,0,217,163,0,8,0,46
2025,5,G4,Allegiant Air,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",41,4,0,0.57,2.82,0,0.61,0,0,153,0,12,94,0,47
2025,5,G4,Allegiant Air,IDA,"Idaho Falls, ID: Idaho Falls Regional",51,5,0.84,0.47,1.26,0,2.43,0,0,1502,76,60,41,0,1325
2025,5,G4,Allegiant Air,IND,"Indianapolis, IN: Indianapolis International",150,53,14.46,5.74,12.71,0,20.09,0,0,3993,800,890,626,0,1677
2025,5,G4,Allegiant Air,JAX,"Jacksonville, FL: Jacksonville International",98,23,7.68,0.47,8.26,0,6.59,1,0,2526,1040,46,761,0,679
2025,5,G4,Allegiant Air,LAS,"Las Vegas, NV: Harry Reid International",631,102,27.64,8.08,25.33,0,40.95,0,0,7349,2317,616,1640,0,2776
2025,5,G4,Allegiant Air,LAX,"Los Angeles, CA: Los Angeles International",73,18,6.12,1.03,3.55,0,7.29,1,0,1215,675,26,107,0,407
2025,5,G4,Allegiant Air,LCK,"Columbus, OH: Rickenbacker International",108,32,6.68,4.35,7.55,0,13.42,0,0,1970,419,316,288,0,947
2025,5,G4,Allegiant Air,LEX,"Lexington, KY: Blue Grass",87,33,8.32,3.27,3.97,0,17.44,0,0,2638,854,208,305,0,1271
2025,5,G4,Allegiant Air,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",14,7,0.57,0.63,2,0,3.8,0,0,481,21,164,97,0,199
2025,5,G4,Allegiant Air,LRD,"Laredo, TX: Laredo International",9,2,1,0,1,0,0,0,0,120,47,0,73,0,0
2025,5,G4,Allegiant Air,MCI,"Kansas City, MO: Kansas City International",32,8,4,0,1.12,0,2.88,0,0,472,227,0,100,0,145
2025,5,G4,Allegiant Air,MCO,"Orlando, FL: Orlando International",29,8,0.5,1,2.96,0,3.54,0,0,1334,15,924,173,0,222
2025,5,G4,Allegiant Air,MDT,"Harrisburg, PA: Harrisburg International",98,15,5.38,1.56,3.29,0,4.77,1,0,746,258,162,89,0,237
2025,5,G4,Allegiant Air,MDW,"Chicago, IL: Chicago Midway International",42,7,3.94,1.23,0.06,0,1.77,1,0,606,454,78,3,0,71
2025,5,G4,Allegiant Air,MEM,"Memphis, TN: Memphis International",54,20,4.66,1.53,7.06,0,6.75,0,0,2838,1125,1091,189,0,433
2025,5,G4,Allegiant Air,MFE,"Mission/McAllen/Edinburg, TX: McAllen International",57,8,4.37,2.33,1.29,0,0.01,0,0,1066,876,96,93,0,1
2025,5,G4,Allegiant Air,MFR,"Medford, OR: Rogue Valley International - Medford",26,2,1,1,0,0,0,0,0,116,34,82,0,0,0
2025,5,G4,Allegiant Air,MLB,"Melbourne, FL: Melbourne Orlando International",27,2,1.14,0,0.21,0,0.64,0,0,129,81,0,12,0,36
2025,5,G4,Allegiant Air,MLI,"Moline, IL: Quad Cities International",50,2,0.17,0,0.35,0,1.47,0,0,112,5,0,20,0,87
2025,5,G4,Allegiant Air,MOT,"Minot, ND: Minot International",18,1,0,0,1,0,0,0,0,20,0,0,20,0,0
2025,5,G4,Allegiant Air,MRY,"Monterey, CA: Monterey Regional",9,3,1.59,1,0.13,0,0.28,0,0,140,66,56,5,0,13
2025,5,G4,Allegiant Air,MSO,"Missoula, MT: Missoula Montana",24,5,1.05,0.44,1.97,0,1.54,0,0,214,72,7,70,0,65
2025,5,G4,Allegiant Air,MSP,"Minneapolis, MN: Minneapolis-St Paul International",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,G4,Allegiant Air,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,G4,Allegiant Air,MYR,"Myrtle Beach, SC: Myrtle Beach International",155,33,4.6,3.49,10.97,0,13.95,2,0,2094,217,260,456,0,1161
2025,5,G4,Allegiant Air,OAK,"Oakland, CA: Metro Oakland International",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,G4,Allegiant Air,OKC,"Oklahoma City, OK: Will Rogers World",17,8,1.01,0.03,2.06,0,4.89,0,0,664,50,7,99,0,508
2025,5,G4,Allegiant Air,OMA,"Omaha, NE: Eppley Airfield",65,11,4.13,1.86,3.03,0,1.98,0,1,554,260,132,53,0,109
2025,5,G4,Allegiant Air,ORF,"Norfolk, VA: Norfolk International",21,8,1.94,0,2.29,0,3.78,0,0,229,75,0,60,0,94
2025,5,G4,Allegiant Air,PBG,"Plattsburgh, NY: Plattsburgh International",32,2,1,0,1,0,0,1,0,67,33,0,34,0,0
2025,5,G4,Allegiant Air,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",32,4,2.17,0,0.3,0,1.53,0,2,202,143,0,10,0,49
2025,5,G4,Allegiant Air,PDX,"Portland, OR: Portland International",48,5,1.03,0,3.21,0,0.76,0,0,221,37,0,110,0,74
2025,5,G4,Allegiant Air,PGD,"Punta Gorda, FL: Punta Gorda Airport",549,128,26.96,4.83,33.24,0,62.97,0,0,11782,3896,412,1902,0,5572
2025,5,G4,Allegiant Air,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",31,3,2,0,0,0,1,0,0,146,126,0,0,0,20
2025,5,G4,Allegiant Air,PIA,"Peoria, IL: General Downing - Peoria International",102,22,6.9,2.41,6.29,0,6.41,0,0,1191,408,149,202,0,432
2025,5,G4,Allegiant Air,PIE,"St. Petersburg, FL: St Pete Clearwater International",811,234,64.58,5.95,40.84,0,122.62,0,0,20780,8111,1372,1715,0,9582
2025,5,G4,Allegiant Air,PIT,"Pittsburgh, PA: Pittsburgh International",138,34,9.41,6.94,6.57,0,11.07,1,0,2263,664,516,426,0,657
2025,5,G4,Allegiant Air,PSC,"Pasco/Kennewick/Richland, WA: Tri Cities",23,2,2,0,0,0,0,0,0,57,57,0,0,0,0
2025,5,G4,Allegiant Air,PSM,"Portsmouth, NH: Portsmouth International at Pease",44,6,3.78,0.98,1.24,0,0,0,0,309,99,146,64,0,0
2025,5,G4,Allegiant Air,PSP,"Palm Springs, CA: Palm Springs International",8,1,0,0,0,0,1,0,0,53,0,0,0,0,53
2025,5,G4,Allegiant Air,PVD,"Providence, RI: Rhode Island Tf Green International",17,2,1,1,0,0,0,0,0,103,34,69,0,0,0
2025,5,G4,Allegiant Air,PVU,"Provo, UT: Provo Municipal",159,45,12.49,2.26,7.7,0,22.55,1,1,5186,1813,74,620,0,2679
2025,5,G4,Allegiant Air,RAP,"Rapid City, SD: Rapid City Regional",35,6,2.44,1,0.32,0,2.24,0,0,228,100,36,7,0,85
2025,5,G4,Allegiant Air,RFD,"Rockford, IL: Chicago/Rockford International",80,16,7.54,2.73,3.15,0,2.58,0,0,788,271,280,115,0,122
2025,5,G4,Allegiant Air,RIC,"Richmond, VA: Richmond International",12,1,0.62,0,0.38,0,0,0,0,29,18,0,11,0,0
2025,5,G4,Allegiant Air,ROA,"Roanoke, VA: Roanoke Blacksburg Regional",28,7,2.72,0.98,0.25,0,3.04,0,0,1269,258,645,41,0,325
2025,5,G4,Allegiant Air,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,5,G4,Allegiant Air,SAN,"San Diego, CA: San Diego International",18,2,1.7,0,0.3,0,0,0,0,124,94,0,30,0,0
